Region;Sub Region;Country;Status;Group;Year;Value;Rate
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2004;22979;524.165587
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2005;20989;479.4135846
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2006;23592;539.7763607
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2007;23734;544.0750289
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2008;23675;543.9492623
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2009;25040;576.8144546
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2011;22893;530.7449788
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2012;20320;472.9402312
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2013;16495;385.5948587
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2014;14829;348.300295
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2015;12535;295.9148407
Europe;Southern Europe;Croatia;Persons convicted;National Citizens;2016;13350;316.9515971
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2005;1597;36.47736884
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2006;1598;36.56165753
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2011;1310;30.3706776
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2012;739;17.19994247
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2013;667;15.59210492
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2014;542;12.73037696
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2015;436;10.29269011
Europe;Southern Europe;Croatia;Persons convicted;Foreign Citizens;2016;427;10.13770277
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2004;180625;1602.638611
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2005;208101;1841.405571
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2006;197476;1741.599838
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2007;192053;1687.503191
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2008;216241;1893.587429
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2009;196694;1718.778017
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2010;261533;2284.928235
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2011;135088;1182.616704
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2012;126202;1109.150549
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2013;98771;872.4351444
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2014;100269;890.1148594
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2015;110361;983.8025281
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Total;2016;111534;996.3057881
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2004;178392;1972.589071
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2005;205109;2260.291506
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2006;197476;2167.924454
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2007;186956;2044.6403
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2008;208493;2272.531324
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2009;190234;2069.154175
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2010;248309;2699.588053
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2011;129834;1413.652173
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2012;121834;1330.549787
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2013;94104;1031.77694
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2014;96467;1061.793762
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2015;105609;1166.245374
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Adults;2016;105532;1150.111374
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2004;2233;111.4164155
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2005;2992;149.9589267
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2006;3670;184.4941467
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2007;5097;256.4410887
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2008;7748;389.881204
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2009;6460;325.3391888
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2010;13224;668.0555864
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2011;5254;266.8697057
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2012;4368;223.6563721
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2013;4667;241.2399953
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2014;3802;198.4869676
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2015;4752;250.2175977
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Juveniles;2016;6002;308.7119839
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2004;156405;1387.740855
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2005;175888;1556.365145
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2006;159327;1405.152411
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2007;146282;1285.329267
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2008;151865;1329.857219
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2009;136163;1189.837876
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2010;190893;1667.769672
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2011;78133;684.0088752
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2012;88472;777.5531876
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2013;68049;601.0705484
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2014;66151;587.2402045
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2015;70682;630.087896
Europe;Southern Europe;Greece;Persons brought into Formal Contact;National Citizens;2016;78090;697.5587623
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2004;24220;214.8977559
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2005;32213;285.0404258
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2006;38149;336.4474277
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2007;45771;402.1739235
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2008;64376;563.7302099
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2009;60531;528.9401414
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2010;70640;617.1585632
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2011;56955;498.6078288
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2012;37730;331.5973615
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2013;30722;271.3645959
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2014;34118;302.8746549
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2015;39679;353.7146321
Europe;Southern Europe;Greece;Persons brought into Formal Contact;Foreign Citizens;2016;33444;298.7470258
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2009;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2010;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2011;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2012;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2013;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2014;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Total;2015;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2009;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2010;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2011;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2012;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2013;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2014;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults;2015;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2009;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2010;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2011;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2012;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2013;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2014;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Males;2015;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2009;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2010;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2011;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2012;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2013;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2014;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Adults Females;2015;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2009;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2010;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2011;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2012;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2013;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2014;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles;2015;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2009;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2010;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2011;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2012;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2013;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2014;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Males;2015;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2009;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2010;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2011;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2012;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2013;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2014;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Juveniles Females;2015;0;
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2009;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2010;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2011;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2012;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2013;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2014;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;National Citizens;2015;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2009;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2010;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2011;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2012;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2013;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2014;0;0
Europe;Southern Europe;Holy See;Persons brought into Formal Contact;Foreign Citizens;2015;0;0
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2009;0;0
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2010;2;251.8891688
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2011;2;251.2562814
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2012;3;373.1343284
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2013;3;374.5318352
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2014;3;375
Europe;Southern Europe;Holy See;Persons prosecuted;Total;2015;15;1867.995019
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2009;3;377.3584906
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2010;3;377.8337531
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2011;3;376.8844221
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2012;5;621.8905473
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2013;5;624.2197253
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2014;6;750
Europe;Southern Europe;Holy See;Persons brought before the Criminal Court;Total;2015;19;2366.127024
Europe;Southern Europe;Holy See;Persons convicted;Total;2009;13;1635.220126
Europe;Southern Europe;Holy See;Persons convicted;Total;2010;9;1133.501259
Europe;Southern Europe;Holy See;Persons convicted;Total;2011;5;628.1407035
Europe;Southern Europe;Holy See;Persons convicted;Total;2012;4;497.5124378
Europe;Southern Europe;Holy See;Persons convicted;Total;2013;4;499.3757803
Europe;Southern Europe;Holy See;Persons convicted;Total;2014;1;125
Europe;Southern Europe;Holy See;Persons convicted;Total;2015;8;996.26401
Europe;Southern Europe;Holy See;Persons convicted;Adults;2009;13;
Europe;Southern Europe;Holy See;Persons convicted;Adults;2010;9;
Europe;Southern Europe;Holy See;Persons convicted;Adults;2011;5;
Europe;Southern Europe;Holy See;Persons convicted;Adults;2012;4;
Europe;Southern Europe;Holy See;Persons convicted;Adults;2013;4;
Europe;Southern Europe;Holy See;Persons convicted;Adults;2014;1;
Europe;Southern Europe;Holy See;Persons convicted;Adults;2015;8;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2009;10;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2010;5;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2011;4;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2012;4;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2013;4;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2014;1;
Europe;Southern Europe;Holy See;Persons convicted;Adults Males;2015;5;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2009;3;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2010;4;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2011;1;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2012;0;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2013;0;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2014;0;
Europe;Southern Europe;Holy See;Persons convicted;Adults Females;2015;3;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2009;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2010;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2011;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2012;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2013;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2014;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles;2015;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2009;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2010;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2011;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2012;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2013;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2014;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Males;2015;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2009;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2010;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2011;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2012;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2013;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2014;0;
Europe;Southern Europe;Holy See;Persons convicted;Juveniles Females;2015;0;
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2009;0;0
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2010;0;0
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2011;0;0
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2012;1;124.3781095
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2013;0;0
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2014;0;0
Europe;Southern Europe;Holy See;Persons convicted;National Citizens;2015;0;0
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2009;13;1635.220126
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2010;9;1133.501259
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2011;5;628.1407035
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2012;3;373.1343284
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2013;4;499.3757803
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2014;1;125
Europe;Southern Europe;Holy See;Persons convicted;Foreign Citizens;2015;8;996.26401
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2003;773986;1331.084162
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2004;709614;1213.125209
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2005;751715;1278.24246
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2006;801823;1357.184797
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2007;859269;1448.690164
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2008;889793;1495.390479
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2009;869132;1457.25184
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2010;867842;1452.946265
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2011;900870;1507.481711
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2012;933895;1563.427186
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2013;978082;1639.206945
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2014;980854;1646.124031
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2015;962247;1617.107374
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Total;2016;894537;1505.199756
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2003;755642;1572.827514
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2004;679028;1404.00867
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2005;720617;1481.116285
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2006;770307;1576.140103
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2007;826877;1685.213567
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2008;857967;1742.601059
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2009;838971;1698.884076
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2010;838284;1692.801458
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2011;868663;1750.470317
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2012;901871;1813.90761
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2013;945940;1899.332525
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2014;947470;1899.742663
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2015;926725;1856.148134
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults;2016;860140;1690.093112
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2005;591598;2532.983704
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2006;632092;2689.093048
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2007;680168;2874.281053
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2008;708410;2973.976728
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2009;688953;2875.039665
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2010;685928;2847.657774
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2011;709172;2931.647826
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2012;730068;3008.094027
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2013;761669;3130.256091
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2014;762767;3127.621541
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2015;749379;3065.834065
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Males;2016;710907;2903.881093
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2005;126836;500.5605634
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2006;136762;536.3804022
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2007;145095;565.0251038
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2008;148924;575.7337896
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2009;149611;574.6312577
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2010;152027;580.8453719
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2011;159324;606.6444173
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2012;171124;650.1938282
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2013;184107;698.685936
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2014;185112;701.862279
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2015;178303;675.3811464
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Adults Females;2016;149233;565.0229825
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2004;30586;306.3252161
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2005;31098;310.8645449
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2006;31516;313.7335164
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2007;32392;321.6044799
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2008;31826;315.5968361
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2009;30161;299.1111062
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2010;29558;293.5984454
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2011;32207;320.326017
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2012;32024;319.6668374
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2013;32142;322.4750739
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2014;33384;336.6995896
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2015;35522;359.8853376
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles;2016;34397;333.3693546
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2005;25894;503.5541856
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2006;26628;515.6522775
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2007;26977;521.0656185
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2008;26775;516.5964944
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2009;25636;494.7008195
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2010;24592;475.2569542
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2011;26840;519.5299918
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2012;26215;509.3332427
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2013;25897;505.6343762
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2014;27309;535.8212885
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2015;28853;568.4390533
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Males;2016;28876;544.3786625
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2005;5163;106.2025105
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2006;4851;99.3730342
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2007;5330;108.8911571
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2008;5051;103.0518107
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2009;4525;92.3213149
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2010;4966;101.4913465
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2011;5367;109.7987228
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2012;5809;119.2638532
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2013;6279;129.5885095
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2014;6108;126.7675439
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2015;6715;140.0552629
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Juveniles Females;2016;5521;110.1220977
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2005;499699;849.7056454
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2006;521768;883.1570023
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2007;556549;938.3174097
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2008;587833;987.9150222
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2009;593109;994.450994
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2010;593478;993.604416
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2011;617706;1033.645806
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2012;642992;1076.428478
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2013;671336;1125.118992
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2014;672876;1129.25813
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2015;654466;1099.864998
Europe;Southern Europe;Italy;Persons brought into Formal Contact;National Citizens;2016;633116;1065.317643
Europe;Southern Europe;Italy;Persons brought into Formal Contact;Foreign Citizens;2005;252016;428.536815
