"country","country_text_id","year","regions","na_count","classification_core","freedom","equality","control","FKM_3_cluster","FKM_3_mb_FeC","FKM_3_mb_fEC","FKM_3_mb_FEc","FKM_4_cluster","FKM_4_mb_fEc","FKM_4_mb_FEc","FKM_4_mb_fEC","FKM_4_mb_FeC","FKM_5_cluster","FKM_5_mb_FEC","FKM_5_mb_fEc","FKM_5_mb_Fec","FKM_5_mb_FeC","FKM_5_mb_fEC","FKM_6_cluster","FKM_6_mb_FeC","FKM_6_mb_FEC","FKM_6_mb_Fec","FKM_6_mb_fEC","FKM_6_mb_fEc","FKM_6_mb_FEc"
"New Zealand","NZL",1953,"North America incl. AUS+NZ",0,"Working Democracy",0.839309491536915,0.790634437383509,0.702865189695929,"FEc",0.215,0.176,0.609,"FEc",0.176,0.622,0.09,0.112,"Fec",0.137,0.099,0.655,0.063,0.047,"Fec",0.05,0.095,0.606,0.036,0.064,0.148
"New Zealand","NZL",1954,"North America incl. AUS+NZ",0,"Working Democracy",0.841030563787435,0.808397203646124,0.702865189695929,"FEc",0.198,0.186,0.617,"FEc",0.202,0.591,0.098,0.109,"Fec",0.156,0.124,0.597,0.067,0.055,"Fec",0.054,0.108,0.528,0.044,0.081,0.185
"New Zealand","NZL",1955,"North America incl. AUS+NZ",0,"Working Democracy",0.84335890537086,0.808397203646124,0.702865189695929,"FEc",0.202,0.187,0.611,"FEc",0.202,0.587,0.099,0.112,"Fec",0.157,0.124,0.594,0.069,0.056,"Fec",0.055,0.109,0.527,0.044,0.082,0.183
"New Zealand","NZL",1956,"North America incl. AUS+NZ",0,"Working Democracy",0.84335890537086,0.808397203646124,0.702865189695929,"FEc",0.202,0.187,0.611,"FEc",0.202,0.587,0.099,0.112,"Fec",0.157,0.124,0.594,0.069,0.056,"Fec",0.055,0.109,0.527,0.044,0.082,0.183
"New Zealand","NZL",1957,"North America incl. AUS+NZ",0,"Working Democracy",0.823141367548635,0.835852681620675,0.705009884909105,"FEc",0.15,0.196,0.654,"FEc",0.259,0.544,0.106,0.091,"Fec",0.19,0.182,0.498,0.063,0.067,"Fec",0.051,0.121,0.394,0.053,0.114,0.267
"New Zealand","NZL",1958,"North America incl. AUS+NZ",0,"Working Democracy",0.823141367548635,0.835852681620675,0.705009884909105,"FEc",0.15,0.196,0.654,"FEc",0.259,0.544,0.106,0.091,"Fec",0.19,0.182,0.498,0.063,0.067,"Fec",0.051,0.121,0.394,0.053,0.114,0.267
"New Zealand","NZL",1959,"North America incl. AUS+NZ",0,"Working Democracy",0.823141367548635,0.835852681620675,0.705009884909105,"FEc",0.15,0.196,0.654,"FEc",0.259,0.544,0.106,0.091,"Fec",0.19,0.182,0.498,0.063,0.067,"Fec",0.051,0.121,0.394,0.053,0.114,0.267
"New Zealand","NZL",1960,"North America incl. AUS+NZ",0,"Working Democracy",0.847182754627138,0.821506570090018,0.711764675270777,"FEc",0.189,0.187,0.625,"FEc",0.208,0.587,0.099,0.106,"Fec",0.161,0.13,0.586,0.066,0.057,"Fec",0.054,0.11,0.51,0.045,0.086,0.196
"New Zealand","NZL",1961,"North America incl. AUS+NZ",0,"Working Democracy",0.847182754627138,0.821506570090018,0.711764675270777,"FEc",0.189,0.187,0.625,"FEc",0.208,0.587,0.099,0.106,"Fec",0.161,0.13,0.586,0.066,0.057,"Fec",0.054,0.11,0.51,0.045,0.086,0.196
"New Zealand","NZL",1962,"North America incl. AUS+NZ",0,"Working Democracy",0.847019471709642,0.818593201258882,0.717990910251598,"FEc",0.185,0.177,0.638,"FEc",0.193,0.617,0.091,0.099,"Fec",0.149,0.115,0.627,0.06,0.05,"Fec",0.049,0.103,0.552,0.04,0.076,0.181
"New Zealand","NZL",1963,"North America incl. AUS+NZ",0,"Working Democracy",0.847926244248636,0.818582475529274,0.736077660729746,"FEc",0.167,0.153,0.679,"FEc",0.152,0.7,0.07,0.078,"Fec",0.113,0.077,0.736,0.041,0.033,"Fec",0.035,0.081,0.66,0.028,0.053,0.143
"New Zealand","NZL",1964,"North America incl. AUS+NZ",0,"Working Democracy",0.847926244248636,0.818582475529274,0.736077660729746,"FEc",0.167,0.153,0.679,"FEc",0.152,0.7,0.07,0.078,"Fec",0.113,0.077,0.736,0.041,0.033,"Fec",0.035,0.081,0.66,0.028,0.053,0.143
"New Zealand","NZL",1965,"North America incl. AUS+NZ",0,"Working Democracy",0.847926244248636,0.818582475529274,0.736077660729746,"FEc",0.167,0.153,0.679,"FEc",0.152,0.7,0.07,0.078,"Fec",0.113,0.077,0.736,0.041,0.033,"Fec",0.035,0.081,0.66,0.028,0.053,0.143
"New Zealand","NZL",1966,"North America incl. AUS+NZ",0,"Working Democracy",0.848717112147773,0.819244067500894,0.736077660729746,"FEc",0.168,0.155,0.677,"FEc",0.154,0.696,0.071,0.079,"Fec",0.115,0.079,0.731,0.041,0.034,"Fec",0.035,0.082,0.655,0.029,0.054,0.145
"New Zealand","NZL",1967,"North America incl. AUS+NZ",0,"Working Democracy",0.848717112147773,0.819244067500894,0.736077660729746,"FEc",0.168,0.155,0.677,"FEc",0.154,0.696,0.071,0.079,"Fec",0.115,0.079,0.731,0.041,0.034,"Fec",0.035,0.082,0.655,0.029,0.054,0.145
"New Zealand","NZL",1968,"North America incl. AUS+NZ",0,"Working Democracy",0.848717112147773,0.819244067500894,0.736077660729746,"FEc",0.168,0.155,0.677,"FEc",0.154,0.696,0.071,0.079,"Fec",0.115,0.079,0.731,0.041,0.034,"Fec",0.035,0.082,0.655,0.029,0.054,0.145
"New Zealand","NZL",1969,"North America incl. AUS+NZ",0,"Working Democracy",0.84496982154351,0.821520535041392,0.736077660729746,"FEc",0.156,0.152,0.692,"FEc",0.156,0.7,0.07,0.074,"Fec",0.119,0.082,0.725,0.04,0.034,"Fec",0.035,0.085,0.635,0.03,0.057,0.158
"New Zealand","NZL",1970,"North America incl. AUS+NZ",0,"Working Democracy",0.845819875403168,0.82373144188945,0.747015763996773,"FEc",0.141,0.136,0.723,"FEc",0.129,0.755,0.057,0.06,"Fec",0.096,0.061,0.788,0.03,0.025,"Fec",0.028,0.074,0.688,0.024,0.046,0.139
"New Zealand","NZL",1971,"North America incl. AUS+NZ",0,"Working Democracy",0.845819875403168,0.82373144188945,0.747015763996773,"FEc",0.141,0.136,0.723,"FEc",0.129,0.755,0.057,0.06,"Fec",0.096,0.061,0.788,0.03,0.025,"Fec",0.028,0.074,0.688,0.024,0.046,0.139
"New Zealand","NZL",1972,"North America incl. AUS+NZ",0,"Working Democracy",0.860605395172994,0.810323956232126,0.748670829388224,"FEc",0.205,0.148,0.647,"FEc",0.122,0.731,0.063,0.083,"Fec",0.079,0.047,0.819,0.033,0.023,"Fec",0.024,0.052,0.804,0.017,0.028,0.075
"New Zealand","NZL",1973,"North America incl. AUS+NZ",0,"Working Democracy",0.860605395172994,0.812192175547496,0.748670829388224,"FEc",0.2,0.149,0.651,"FEc",0.124,0.73,0.063,0.082,"Fec",0.081,0.049,0.814,0.033,0.023,"Fec",0.025,0.054,0.793,0.017,0.03,0.08
"New Zealand","NZL",1974,"North America incl. AUS+NZ",0,"Working Democracy",0.860605395172994,0.815980834445478,0.748670829388224,"FEc",0.192,0.149,0.658,"FEc",0.128,0.727,0.064,0.081,"Fec",0.086,0.053,0.802,0.034,0.025,"Fec",0.027,0.06,0.769,0.019,0.034,0.091
"New Zealand","NZL",1975,"North America incl. AUS+NZ",0,"Working Democracy",0.856601888856262,0.821903975404205,0.749403963626524,"FEc",0.17,0.145,0.685,"FEc",0.13,0.737,0.062,0.072,"Fec",0.089,0.056,0.797,0.032,0.025,"Fec",0.028,0.066,0.737,0.021,0.039,0.109
"New Zealand","NZL",1976,"North America incl. AUS+NZ",0,"Working Democracy",0.860784245809952,0.81689749639663,0.741490972566788,"FEc",0.196,0.158,0.646,"FEc",0.147,0.689,0.073,0.09,"Fec",0.107,0.07,0.746,0.044,0.033,"Fec",0.035,0.074,0.702,0.026,0.046,0.117
"New Zealand","NZL",1977,"North America incl. AUS+NZ",0,"Working Democracy",0.858955473708649,0.81689749639663,0.741490972566788,"FEc",0.192,0.156,0.652,"FEc",0.145,0.695,0.072,0.087,"Fec",0.105,0.069,0.752,0.042,0.032,"Fec",0.034,0.074,0.706,0.025,0.045,0.117
"New Zealand","NZL",1978,"North America incl. AUS+NZ",0,"Working Democracy",0.859395222418326,0.813768384937382,0.741490972566788,"FEc",0.198,0.156,0.646,"FEc",0.142,0.698,0.071,0.089,"Fec",0.101,0.065,0.762,0.042,0.03,"Fec",0.033,0.07,0.724,0.024,0.042,0.108
"New Zealand","NZL",1979,"North America incl. AUS+NZ",0,"Working Democracy",0.859395222418326,0.813768384937382,0.741490972566788,"FEc",0.198,0.156,0.646,"FEc",0.142,0.698,0.071,0.089,"Fec",0.101,0.065,0.762,0.042,0.03,"Fec",0.033,0.07,0.724,0.024,0.042,0.108
"New Zealand","NZL",1980,"North America incl. AUS+NZ",0,"Working Democracy",0.860774231969463,0.820293460974183,0.741198931757587,"FEc",0.191,0.16,0.65,"FEc",0.153,0.683,0.075,0.09,"Fec",0.112,0.076,0.732,0.045,0.035,"Fec",0.037,0.079,0.679,0.028,0.05,0.127
"New Zealand","NZL",1981,"North America incl. AUS+NZ",0,"Working Democracy",0.860225588748881,0.828996646492698,0.741198931757587,"FEc",0.177,0.163,0.66,"FEc",0.166,0.668,0.078,0.088,"Fec",0.126,0.09,0.697,0.048,0.039,"Fec",0.04,0.089,0.625,0.032,0.06,0.154
"New Zealand","NZL",1982,"North America incl. AUS+NZ",0,"Working Democracy",0.858263355955596,0.829171090870746,0.741198931757587,"FEc",0.173,0.161,0.666,"FEc",0.166,0.672,0.077,0.085,"Fec",0.126,0.089,0.7,0.047,0.039,"Fec",0.039,0.089,0.623,0.032,0.06,0.157
"New Zealand","NZL",1983,"North America incl. AUS+NZ",0,"Working Democracy",0.860939562028931,0.803560749612838,0.741198931757587,"FEc",0.224,0.156,0.621,"FEc",0.133,0.698,0.071,0.098,"Fec",0.093,0.057,0.779,0.043,0.028,"Fec",0.03,0.061,0.77,0.02,0.034,0.085
"New Zealand","NZL",1984,"North America incl. AUS+NZ",0,"Working Democracy",0.865053504716734,0.800317035128846,0.739122850005063,"FEc",0.241,0.16,0.598,"FEc",0.14,0.673,0.077,0.111,"Fec",0.103,0.064,0.75,0.051,0.033,"Fec",0.036,0.067,0.746,0.023,0.038,0.091
"New Zealand","NZL",1985,"North America incl. AUS+NZ",0,"Working Democracy",0.865389120092578,0.800371285563219,0.749808610377774,"FEc",0.244,0.151,0.606,"FEc",0.12,0.713,0.067,0.1,"Fec",0.079,0.045,0.813,0.039,0.024,"Fec",0.024,0.046,0.832,0.015,0.024,0.059
"New Zealand","NZL",1986,"North America incl. AUS+NZ",0,"Working Democracy",0.871158685963196,0.795391427133178,0.749808610377774,"FEc",0.273,0.154,0.573,"FEc",0.126,0.681,0.073,0.119,"Fec",0.092,0.053,0.776,0.051,0.029,"Fec",0.031,0.055,0.803,0.018,0.028,0.066
"New Zealand","NZL",1987,"North America incl. AUS+NZ",0,"Working Democracy",0.856295755837302,0.812465609401787,0.749808610377774,"FEc",0.187,0.143,0.67,"FEc",0.115,0.755,0.058,0.073,"Fec",0.071,0.042,0.841,0.027,0.02,"Fec",0.021,0.049,0.813,0.015,0.027,0.074
"New Zealand","NZL",1988,"North America incl. AUS+NZ",0,"Working Democracy",0.847742589426137,0.827307278859714,0.749808610377774,"FEc",0.138,0.135,0.727,"FEc",0.13,0.755,0.057,0.059,"Fec",0.098,0.063,0.783,0.03,0.026,"Fec",0.029,0.076,0.678,0.024,0.048,0.145
"New Zealand","NZL",1989,"North America incl. AUS+NZ",0,"Working Democracy",0.84556655287719,0.829250808455589,0.749808610377774,"FEc",0.13,0.133,0.737,"FEc",0.133,0.754,0.057,0.057,"Fec",0.105,0.068,0.769,0.03,0.027,"Fec",0.03,0.081,0.651,0.026,0.052,0.161
"New Zealand","NZL",1990,"North America incl. AUS+NZ",0,"Working Democracy",0.86221584879891,0.81473182173924,0.756930639623275,"FEc",0.195,0.141,0.664,"FEc",0.108,0.764,0.055,0.073,"Fec",0.062,0.035,0.861,0.025,0.017,"Fec",0.018,0.041,0.849,0.012,0.021,0.059
"New Zealand","NZL",1991,"North America incl. AUS+NZ",0,"Working Democracy",0.861834595138207,0.81473182173924,0.756930639623275,"FEc",0.194,0.141,0.665,"FEc",0.108,0.766,0.055,0.072,"Fec",0.061,0.035,0.863,0.024,0.017,"Fec",0.018,0.04,0.85,0.012,0.021,0.058
"New Zealand","NZL",1992,"North America incl. AUS+NZ",0,"Working Democracy",0.861834595138207,0.81473182173924,0.756930639623275,"FEc",0.194,0.141,0.665,"FEc",0.108,0.766,0.055,0.072,"Fec",0.061,0.035,0.863,0.024,0.017,"Fec",0.018,0.04,0.85,0.012,0.021,0.058
"New Zealand","NZL",1993,"North America incl. AUS+NZ",0,"Working Democracy",0.858978065156969,0.814729623394956,0.766641464315849,"FEc",0.181,0.127,0.692,"FEc",0.077,0.833,0.039,0.052,"Fec",0.026,0.013,0.946,0.009,0.006,"Fec",0.007,0.017,0.94,0.005,0.008,0.024
"New Zealand","NZL",1994,"North America incl. AUS+NZ",0,"Working Democracy",0.852779665355005,0.841330670291812,0.780439799444967,"FEc",0.085,0.09,0.825,"FEc",0.057,0.898,0.023,0.022,"Fec",0.073,0.036,0.862,0.015,0.014,"Fec",0.022,0.08,0.674,0.02,0.041,0.162
"New Zealand","NZL",1995,"North America incl. AUS+NZ",0,"Working Democracy",0.854063529630643,0.841330670291812,0.784737409816887,"FEc",0.082,0.085,0.833,"FEc",0.042,0.924,0.017,0.017,"Fec",0.065,0.03,0.88,0.013,0.012,"Fec",0.021,0.08,0.687,0.019,0.038,0.155
"New Zealand","NZL",1996,"North America incl. AUS+NZ",0,"Working Democracy",0.819762729580688,0.875162903179577,0.801089306996327,"FEc",0.018,0.064,0.918,"fEc",0.556,0.334,0.079,0.031,"FEC",0.42,0.331,0.17,0.026,0.053,"FEc",0.002,0.016,0.013,0.005,0.017,0.947
"New Zealand","NZL",1997,"North America incl. AUS+NZ",0,"Working Democracy",0.822425834021242,0.875860180758678,0.807894291513758,"FEc",0.015,0.056,0.929,"fEc",0.562,0.326,0.081,0.03,"FEC",0.48,0.297,0.149,0.024,0.05,"FEc",0.001,0.009,0.007,0.003,0.009,0.971
"New Zealand","NZL",1998,"North America incl. AUS+NZ",0,"Working Democracy",0.822425834021242,0.882022493867996,0.807894291513758,"FEc",0.021,0.085,0.893,"fEc",0.624,0.272,0.077,0.028,"FEC",0.413,0.365,0.145,0.024,0.053,"FEc",0.001,0.007,0.005,0.002,0.008,0.977
"New Zealand","NZL",1999,"North America incl. AUS+NZ",0,"Working Democracy",0.822757140830197,0.889835784383315,0.809887032215135,"FEc",0.029,0.128,0.844,"fEc",0.696,0.209,0.07,0.024,"fEc",0.348,0.446,0.129,0.023,0.053,"FEc",0.002,0.012,0.009,0.004,0.018,0.955
"New Zealand","NZL",2000,"North America incl. AUS+NZ",0,"Working Democracy",0.822655431250022,0.896163718155085,0.814130097435324,"FEc",0.035,0.173,0.792,"fEc",0.771,0.149,0.06,0.019,"fEc",0.302,0.521,0.105,0.02,0.051,"FEc",0.003,0.017,0.012,0.006,0.03,0.933
"New Zealand","NZL",2001,"North America incl. AUS+NZ",0,"Working Democracy",0.822655431250022,0.896163718155085,0.814130097435324,"FEc",0.035,0.173,0.792,"fEc",0.771,0.149,0.06,0.019,"fEc",0.302,0.521,0.105,0.02,0.051,"FEc",0.003,0.017,0.012,0.006,0.03,0.933
"New Zealand","NZL",2002,"North America incl. AUS+NZ",0,"Working Democracy",0.806740502334894,0.91238394582385,0.808008125373563,"FEc",0.056,0.37,0.574,"fEc",0.862,0.074,0.05,0.014,"fEc",0.107,0.802,0.046,0.011,0.034,"FEc",0.013,0.065,0.047,0.036,0.282,0.556
"New Zealand","NZL",2003,"North America incl. AUS+NZ",0,"Working Democracy",0.806740502334894,0.91238394582385,0.808008125373563,"FEc",0.056,0.37,0.574,"fEc",0.862,0.074,0.05,0.014,"fEc",0.107,0.802,0.046,0.011,0.034,"FEc",0.013,0.065,0.047,0.036,0.282,0.556
"New Zealand","NZL",2004,"North America incl. AUS+NZ",0,"Working Democracy",0.806952583710158,0.91238394582385,0.806817604717119,"FEc",0.057,0.362,0.581,"fEc",0.85,0.081,0.053,0.015,"fEc",0.114,0.787,0.05,0.012,0.036,"FEc",0.014,0.066,0.049,0.036,0.275,0.56
"New Zealand","NZL",2005,"North America incl. AUS+NZ",0,"Working Democracy",0.795574940745155,0.914134538294099,0.807344631577485,"FEc",0.058,0.467,0.475,"fEc",0.884,0.055,0.049,0.012,"fEc",0.056,0.892,0.023,0.006,0.022,"fEc",0.014,0.065,0.043,0.041,0.444,0.393
"New Zealand","NZL",2006,"North America incl. AUS+NZ",0,"Working Democracy",0.795783520776286,0.914134538294099,0.806311411096681,"FEc",0.059,0.458,0.483,"fEc",0.877,0.059,0.051,0.013,"fEc",0.062,0.88,0.026,0.007,0.024,"fEc",0.014,0.066,0.045,0.042,0.431,0.403
"New Zealand","NZL",2007,"North America incl. AUS+NZ",0,"Working Democracy",0.79599190005069,0.911078679711022,0.805096519929139,"FEc",0.058,0.443,0.499,"fEc",0.883,0.057,0.047,0.012,"fEc",0.066,0.875,0.027,0.007,0.024,"FEc",0.014,0.066,0.045,0.04,0.4,0.436
"New Zealand","NZL",2008,"North America incl. AUS+NZ",0,"Working Democracy",0.828805571811295,0.898446438453423,0.80387427166842,"FEc",0.039,0.142,0.818,"fEc",0.61,0.278,0.08,0.032,"fEc",0.289,0.449,0.175,0.028,0.059,"FEc",0.01,0.05,0.051,0.019,0.08,0.791
"New Zealand","NZL",2009,"North America incl. AUS+NZ",0,"Working Democracy",0.827840003532824,0.893613645900566,0.807919941052872,"FEc",0.031,0.118,0.851,"fEc",0.63,0.266,0.076,0.029,"fEc",0.328,0.429,0.161,0.026,0.056,"FEc",0.005,0.029,0.026,0.01,0.042,0.887
"New Zealand","NZL",2010,"North America incl. AUS+NZ",0,"Working Democracy",0.828435335308571,0.894270014580103,0.80850956808905,"FEc",0.031,0.118,0.851,"fEc",0.63,0.265,0.076,0.029,"fEc",0.327,0.43,0.16,0.026,0.056,"FEc",0.005,0.029,0.026,0.01,0.043,0.887
"New Zealand","NZL",2011,"North America incl. AUS+NZ",0,"Working Democracy",0.810217316800918,0.908645823051472,0.80850956808905,"FEc",0.053,0.328,0.619,"fEc",0.857,0.08,0.049,0.014,"fEc",0.134,0.759,0.056,0.013,0.038,"FEc",0.012,0.059,0.043,0.03,0.214,0.641
"New Zealand","NZL",2012,"North America incl. AUS+NZ",0,"Working Democracy",0.810217316800918,0.908645823051472,0.80850956808905,"FEc",0.053,0.328,0.619,"fEc",0.857,0.08,0.049,0.014,"fEc",0.134,0.759,0.056,0.013,0.038,"FEc",0.012,0.059,0.043,0.03,0.214,0.641
"New Zealand","NZL",2013,"North America incl. AUS+NZ",0,"Working Democracy",0.806402720855769,0.898225982358557,0.80979527143713,"FEc",0.047,0.331,0.623,"fEc",0.914,0.047,0.031,0.008,"fEc",0.144,0.764,0.047,0.011,0.034,"FEc",0.008,0.048,0.03,0.023,0.165,0.726
"New Zealand","NZL",2014,"North America incl. AUS+NZ",0,"Working Democracy",0.805008196680882,0.89448687709383,0.80979527143713,"FEc",0.045,0.331,0.624,"fEc",0.925,0.041,0.027,0.007,"fEc",0.158,0.749,0.047,0.011,0.035,"FEc",0.007,0.045,0.027,0.02,0.148,0.752
"New Zealand","NZL",2015,"North America incl. AUS+NZ",0,"Working Democracy",0.806328571367347,0.89448687709383,0.80979527143713,"FEc",0.044,0.315,0.641,"fEc",0.914,0.048,0.03,0.008,"fEc",0.171,0.728,0.052,0.012,0.037,"FEc",0.007,0.042,0.026,0.019,0.131,0.775
"New Zealand","NZL",2016,"North America incl. AUS+NZ",0,"Working Democracy",0.806695239674154,0.89448687709383,0.80979527143713,"FEc",0.044,0.31,0.646,"fEc",0.911,0.05,0.031,0.008,"fEc",0.175,0.722,0.053,0.013,0.037,"FEc",0.007,0.041,0.025,0.018,0.127,0.781
"New Zealand","NZL",2017,"North America incl. AUS+NZ",0,"Working Democracy",0.8031823122353,0.863513429541234,0.807424380146028,"FEc",0.031,0.183,0.786,"fEc",0.715,0.173,0.089,0.024,"FEC",0.611,0.259,0.07,0.016,0.044,"FEc",0.005,0.05,0.02,0.013,0.051,0.861
"Panama","PAN",1991,"Latin America",4,"Deficient Democracy",0.6864804259492,0.701166568852275,0.755799255409867,"fEC",0.309,0.433,0.258,"fEC",0.142,0.127,0.589,0.142,"fEC",0.298,0.112,0.088,0.122,0.379,"FEC",0.079,0.44,0.057,0.247,0.085,0.092
"Panama","PAN",1992,"Latin America",4,"Deficient Democracy",0.673475547471587,0.717238312867514,0.757246978496048,"fEC",0.189,0.587,0.224,"fEC",0.091,0.061,0.794,0.054,"fEC",0.207,0.095,0.055,0.061,0.582,"fEC",0.05,0.285,0.043,0.443,0.095,0.084
"Panama","PAN",1993,"Latin America",4,"Deficient Democracy",0.680351779825344,0.708268639120379,0.764714279993564,"fEC",0.268,0.493,0.24,"fEC",0.121,0.095,0.678,0.106,"fEC",0.229,0.103,0.071,0.098,0.499,"fEC",0.072,0.316,0.052,0.381,0.092,0.088
"Panama","PAN",1994,"Latin America",0,"Deficient Democracy",0.685918050979792,0.729705139913886,0.770283568871419,"fEC",0.19,0.586,0.224,"fEC",0.091,0.061,0.794,0.054,"fEC",0.204,0.094,0.055,0.061,0.586,"fEC",0.05,0.281,0.043,0.448,0.095,0.084
"Panama","PAN",1995,"Latin America",0,"Deficient Democracy",0.683789572140405,0.729705139913886,0.769228307909614,"fEC",0.183,0.597,0.22,"fEC",0.086,0.056,0.808,0.05,"fEC",0.195,0.092,0.052,0.058,0.604,"fEC",0.047,0.267,0.042,0.468,0.094,0.082
"Panama","PAN",1996,"Latin America",0,"Deficient Democracy",0.683789572140405,0.729705139913886,0.769228307909614,"fEC",0.183,0.597,0.22,"fEC",0.086,0.056,0.808,0.05,"fEC",0.195,0.092,0.052,0.058,0.604,"fEC",0.047,0.267,0.042,0.468,0.094,0.082
"Panama","PAN",1997,"Latin America",0,"Deficient Democracy",0.683789572140405,0.727137193935613,0.769228307909614,"fEC",0.195,0.581,0.224,"fEC",0.092,0.062,0.789,0.057,"fEC",0.2,0.094,0.055,0.062,0.589,"fEC",0.05,0.274,0.043,0.456,0.094,0.083
"Panama","PAN",1998,"Latin America",0,"Deficient Democracy",0.681529951502592,0.727137193935613,0.769228307909614,"fEC",0.19,0.589,0.22,"fEC",0.088,0.058,0.801,0.053,"fEC",0.186,0.09,0.051,0.059,0.614,"fEC",0.048,0.253,0.041,0.486,0.092,0.079
"Panama","PAN",1999,"Latin America",0,"Deficient Democracy",0.681149472414447,0.728216644201881,0.769228307909614,"fEC",0.185,0.597,0.218,"fEC",0.084,0.055,0.811,0.05,"fEC",0.181,0.088,0.05,0.056,0.625,"fEC",0.047,0.246,0.04,0.497,0.092,0.078
"Panama","PAN",2000,"Latin America",0,"Deficient Democracy",0.694825064702003,0.753953480098428,0.768209232394148,"fEC",0.098,0.719,0.183,"fEC",0.066,0.034,0.878,0.021,"fEC",0.256,0.113,0.049,0.04,0.542,"fEC",0.036,0.317,0.042,0.371,0.129,0.106
"Panama","PAN",2001,"Latin America",0,"Deficient Democracy",0.692882535560474,0.753953480098428,0.773435636917647,"fEC",0.108,0.711,0.181,"fEC",0.048,0.025,0.91,0.017,"fEC",0.189,0.093,0.041,0.036,0.641,"fEC",0.035,0.254,0.038,0.469,0.115,0.09
"Panama","PAN",2002,"Latin America",0,"Deficient Democracy",0.693199759347816,0.753953480098428,0.76452852496707,"fEC",0.088,0.736,0.176,"fEC",0.072,0.035,0.872,0.021,"fEC",0.276,0.12,0.05,0.039,0.514,"fEC",0.035,0.326,0.043,0.347,0.138,0.112
"Panama","PAN",2003,"Latin America",0,"Deficient Democracy",0.693199759347816,0.753953480098428,0.76452852496707,"fEC",0.088,0.736,0.176,"fEC",0.072,0.035,0.872,0.021,"fEC",0.276,0.12,0.05,0.039,0.514,"fEC",0.035,0.326,0.043,0.347,0.138,0.112
"Panama","PAN",2004,"Latin America",0,"Deficient Democracy",0.690653522445472,0.764948462286965,0.766904606224549,"fEC",0.055,0.821,0.123,"fEC",0.039,0.016,0.936,0.009,"fEC",0.211,0.118,0.04,0.029,0.602,"fEC",0.03,0.24,0.039,0.415,0.165,0.112
"Panama","PAN",2005,"Latin America",0,"Deficient Democracy",0.733894405719735,0.766420682328574,0.76979441452785,"fEC",0.132,0.482,0.386,"fEC",0.268,0.201,0.452,0.079,"FEC",0.715,0.089,0.057,0.032,0.107,"FEC",0.017,0.775,0.029,0.051,0.05,0.078
"Panama","PAN",2006,"Latin America",0,"Deficient Democracy",0.7338549207989,0.766420682328574,0.771569553059998,"fEC",0.136,0.492,0.372,"fEC",0.257,0.192,0.472,0.08,"FEC",0.688,0.095,0.06,0.035,0.122,"FEC",0.018,0.767,0.029,0.056,0.052,0.078
"Panama","PAN",2007,"Latin America",0,"Deficient Democracy",0.7338549207989,0.766420682328574,0.770866509146649,"fEC",0.134,0.489,0.377,"fEC",0.261,0.195,0.464,0.08,"FEC",0.698,0.093,0.059,0.034,0.117,"FEC",0.018,0.771,0.029,0.054,0.051,0.078
"Panama","PAN",2008,"Latin America",0,"Deficient Democracy",0.7338549207989,0.766420682328574,0.770866509146649,"fEC",0.134,0.489,0.377,"fEC",0.261,0.195,0.464,0.08,"FEC",0.698,0.093,0.059,0.034,0.117,"FEC",0.018,0.771,0.029,0.054,0.051,0.078
"Panama","PAN",2009,"Latin America",0,"Deficient Democracy",0.722158586414321,0.802234452392756,0.759196370055641,"fEC",0.032,0.752,0.216,"fEc",0.702,0.084,0.192,0.022,"FEC",0.468,0.364,0.048,0.019,0.101,"fEc",0.018,0.181,0.043,0.082,0.339,0.337
"Panama","PAN",2010,"Latin America",0,"Deficient Democracy",0.719896704953162,0.7823699749492,0.757149769721907,"fEC",0.051,0.664,0.285,"fEc",0.468,0.138,0.354,0.04,"FEC",0.69,0.155,0.043,0.018,0.093,"FEC",0.024,0.355,0.05,0.099,0.201,0.272
"Panama","PAN",2011,"Latin America",0,"Deficient Democracy",0.719896704953162,0.7823699749492,0.757149769721907,"fEC",0.051,0.664,0.285,"fEc",0.468,0.138,0.354,0.04,"FEC",0.69,0.155,0.043,0.018,0.093,"FEC",0.024,0.355,0.05,0.099,0.201,0.272
"Panama","PAN",2012,"Latin America",0,"Deficient Democracy",0.719896704953162,0.782467372419887,0.757149769721907,"fEC",0.051,0.664,0.285,"fEc",0.469,0.138,0.353,0.04,"FEC",0.689,0.156,0.043,0.019,0.093,"FEC",0.024,0.354,0.05,0.099,0.201,0.272
"Panama","PAN",2013,"Latin America",0,"Deficient Democracy",0.706339968337287,0.79484467522871,0.721122407161838,"FEc",0.043,0.43,0.528,"fEc",0.971,0.014,0.012,0.003,"fEc",0.17,0.749,0.036,0.01,0.035,"FEc",0.009,0.06,0.028,0.027,0.216,0.66
"Panama","PAN",2014,"Latin America",0,"Deficient Democracy",0.681188955848465,0.813352508551567,0.716079085203788,"fEC",0.047,0.665,0.288,"fEc",0.891,0.039,0.059,0.011,"fEc",0.017,0.965,0.006,0.002,0.009,"fEc",0.006,0.029,0.016,0.024,0.815,0.11
"Panama","PAN",2015,"Latin America",0,"Deficient Democracy",0.68576477836275,0.811271700955429,0.722710177558308,"fEC",0.04,0.705,0.254,"fEc",0.921,0.027,0.045,0.007,"fEc",0.011,0.979,0.003,0.001,0.006,"fEc",0.004,0.023,0.011,0.019,0.858,0.085
